customer_id,name_ar,risk_level,screening_status,account_status,wallet_status,report_status,risk_exception_approved,risk_exception_reference,dormant_handling_status
CUST100250,عمر حسين,LOW,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100251,منى عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100252,عمر علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100253,سارة عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100254,مصطفى منصور,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100255,محمود علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100256,مصطفى حسين,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100257,محمود سالم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100258,عمر سالم,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100259,دينا يوسف,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100260,ياسمين حسين,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100261,عمر كمال,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100262,علي عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100263,عبدالله يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100264,عبدالرحمن حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100265,دينا أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100266,نور أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100267,سارة محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100268,كريم مراد,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100269,دينا أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100270,علي محمد,LOW,NO_MATCH,DORMANT,OPENED,OPENED,False,,PENDING
CUST100272,عمر كمال,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100273,عبدالرحمن فؤاد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100274,نور عمر,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100275,منى فؤاد,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100276,منى منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100277,ياسمين عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100278,أحمد أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100279,أحمد يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100280,علي عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100281,منى عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100282,مصطفى محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100283,منى يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100284,نور محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100285,عبدالله أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100286,عمر كمال,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100287,دينا حسين,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100288,هبة علي,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100289,منى منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100290,آية حسين,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100291,علي يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100292,عبدالرحمن عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100293,سارة أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100294,هبة مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100295,هبة إبراهيم,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100296,آية حسين,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100297,نور فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100298,علي إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100299,محمد أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100300,مريم عمر,HIGH,NO_MATCH,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100301,آية عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100302,محمد فؤاد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100303,إسراء كمال,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100304,هبة منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100305,محمود فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100306,سارة حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100307,دينا حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100308,سارة عبدالله,LOW,CLEAR,DORMANT,PENDING,PENDING,False,,COMPLETED
CUST100309,محمود يوسف,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100310,مصطفى إبراهيم,HIGH,NO_MATCH,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100311,مصطفى محمد,LOW,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100312,محمود عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100313,علي يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100314,يوسف كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100315,مصطفى محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100316,خالد فؤاد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100317,خالد سالم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100318,عبدالله عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100319,ياسمين محمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100320,سارة علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100321,محمود محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100322,كريم سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100323,عبدالله كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100324,عبدالرحمن يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100325,يوسف حسن,HIGH,PENDING,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100326,يوسف فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100327,محمد علي,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100328,محمود فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100329,دينا محمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100330,هبة عبدالله,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100331,مريم فؤاد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100332,سارة عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100333,,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100334,منى سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100335,آية مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100336,عبدالرحمن منصور,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100337,سارة محمود,LOW,HIGH_RISK,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100338,يوسف عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100339,عبدالرحمن عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100340,كريم سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100341,علي حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100342,كريم علي,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100343,هبة سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100344,عبدالله حسن,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100345,علي مراد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100346,عبدالرحمن يوسف,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100347,عبدالله فؤاد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100348,عمر عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100349,عمر سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100350,هبة أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100351,محمد محمد,MEDIUM,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100352,علي إبراهيم,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100353,نور كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100354,عبدالرحمن حسين,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100355,عبدالرحمن إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100356,عمر محمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100357,إسراء حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100358,أحمد علي,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100359,خالد محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100360,آية علي,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100361,إسراء علي,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100362,يوسف محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100363,إسراء حسين,MEDIUM,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100364,محمود سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100365,هبة أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100366,منى محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100367,سارة عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100368,محمد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100369,ياسمين منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100370,سارة كمال,LOW,HIGH_RISK,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100371,مصطفى محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100372,نور عبدالله,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100373,مريم عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100374,إسراء كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100375,أحمد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100376,خالد مراد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100377,خالد عمر,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100378,مريم إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100379,علي سالم,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100380,محمد مراد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100381,عبدالله محمود,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100382,عبدالله محمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100383,يوسف كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100384,محمد محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100385,محمود حسين,MEDIUM,CLEAR,DORMANT,PENDING,PENDING,False,,COMPLETED
CUST100386,أحمد سالم,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100387,آية محمود,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100388,إسراء كمال,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100389,عمر كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100390,خالد محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100391,عمر إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100392,مريم مراد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100393,دينا عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100394,خالد حسين,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100395,إسراء سالم,HIGH,NO_MATCH,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100396,محمد منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100397,عمر منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100398,علي أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100399,سارة محمود,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100400,عبدالرحمن يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100401,ياسمين حسين,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100402,Sara Mahmoud,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100403,عبدالرحمن محمود,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100404,منى حسن,MEDIUM,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100405,هبة حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100406,نور محمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100407,محمود كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100408,عبدالله أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100409,محمد محمود,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100410,عمر أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100411,يوسف سالم,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100412,علي حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100413,محمود عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100414,محمد سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100415,مصطفى عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100416,عبدالرحمن منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100417,محمود عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100418,علي يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100419,هبة إبراهيم,MEDIUM,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100420,عبدالله مراد,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100421,مصطفى مراد,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100422,ياسمين سالم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100423,دينا فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100424,نور حسين,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100425,عمر يوسف,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100426,إسراء فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100427,آية كمال,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100428,محمد محمود,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100429,خالد عمر,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100430,أحمد إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100431,خالد حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100432,آية حسن,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100433,محمود سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100434,نور محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100435,محمود علي,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100436,دينا عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100437,عبدالله منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100438,أحمد محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100439,مريم مراد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100440,عبدالرحمن عمر,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100441,سارة إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100442,محمود مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100443,منى عبدالله,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100444,هبة حسن,LOW,PENDING,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100445,مصطفى أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100446,سارة مراد,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100447,عبدالرحمن مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100448,هبة عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100449,علي علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100450,عبدالرحمن محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100451,عبدالله أحمد,MEDIUM,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100452,منى أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100453,محمد حسين,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100454,دينا سالم,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100455,دينا أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100456,محمود مراد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100457,كريم عبدالله,LOW,HIGH_RISK,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100458,آية حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100459,محمود إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100460,خالد عمر,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100461,محمود محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100462,خالد أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100463,نور أحمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100464,محمد يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100465,عبدالرحمن علي,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100466,عمر منصور,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100467,دينا محمد,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100468,عمر عمر,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100469,عبدالله أحمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100470,خالد كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100471,آية فؤاد,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100472,نور عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100473,منى حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100474,كريم مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100475,ياسمين محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100476,آية إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100477,محمد محمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100478,,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100479,محمود عبدالله,HIGH,CLEAR,DORMANT,REVIEW,REVIEW,False,,COMPLETED
CUST100480,علي حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100481,آية أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100482,علي محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100483,ياسمين علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100484,منى عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100485,يوسف يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100486,سارة حسن,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100487,هبة أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100488,ياسمين علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100489,كريم إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100490,عبدالله محمود,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100491,إسراء إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100492,ياسمين أحمد,LOW,PENDING,DORMANT,OPENED,OPENED,False,,PENDING
CUST100493,كريم محمود,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100494,علي عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100495,نور عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100496,محمود سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100497,مريم عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100498,عبدالله إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100499,نور يوسف,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100500,محمود إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100501,مصطفى حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
