customer_id,name_ar,name_en,national_id,risk_level,screening_status,account_status,last_transaction_date,wallet_status,risk_exception_approved,risk_exception_reference,risk_exception_reviewer,dormant_handling_status
CUST100181,عمر كمال,Omar Kamal,SYN207019313230,HIGH,CLEAR,ACTIVE,2026-03-28,REVIEW,False,,,NOT_REQUIRED
CUST100182,منى فؤاد,Mona Fouad,SYN177384115099,MEDIUM,CLEAR,ACTIVE,2026-01-04,OPENED,False,,,NOT_REQUIRED
CUST100183,مصطفى عبدالله,Mostafa Abdallah,SYN258662228519,LOW,CLEAR,ACTIVE,2026-06-09,OPENED,False,,,NOT_REQUIRED
CUST100184,منى عبدالله,Mona Abdallah,SYN257811860308,LOW,CLEAR,DORMANT,2026-06-25,OPENED,False,,,PENDING
CUST100185,نور محمود,Nour Mahmoud,SYN840796860526,LOW,CLEAR,ACTIVE,2026-03-14,PENDING,False,,,NOT_REQUIRED
CUST100186,عمر حسن,Omar Hassan,SYN458655961126,MEDIUM,CLEAR,ACTIVE,2026-04-05,PENDING,False,,,NOT_REQUIRED
CUST100187,مريم سالم,Mariam Salem,SYN991349611624,LOW,PENDING,ACTIVE,2026-03-18,OPENED,False,,,NOT_REQUIRED
CUST100188,يوسف سالم,Youssef Salem,SYN223490132011,LOW,CLEAR,ACTIVE,2026-01-25,OPENED,False,,,NOT_REQUIRED
CUST100189,سارة أحمد,Sara Ahmed,SYN688185843124,MEDIUM,CLEAR,ACTIVE,2026-07-28,OPENED,False,,,NOT_REQUIRED
CUST100190,مصطفى عبدالله,Mostafa Abdallah,SYN503856556481,LOW,CLEAR,ACTIVE,2026-01-05,OPENED,False,,,NOT_REQUIRED
CUST100191,كريم محمود,Karim Mahmoud,SYN453626359027,LOW,CLEAR,ACTIVE,2026-04-27,OPENED,False,,,NOT_REQUIRED
CUST100192,كريم حسن,Karim Hassan,SYN887575779148,MEDIUM,CLEAR,ACTIVE,2026-01-04,OPENED,False,,,NOT_REQUIRED
CUST100193,مريم فؤاد,Mariam Fouad,SYN978036081245,LOW,CLEAR,ACTIVE,2026-05-25,OPENED,False,,,NOT_REQUIRED
CUST100194,عبدالرحمن إبراهيم,Abdelrahman Ibrahim,SYN885573062896,LOW,CLEAR,ACTIVE,2026-07-09,OPENED,False,,,NOT_REQUIRED
CUST100195,أحمد منصور,Ahmed Mansour,SYN273070611131,MEDIUM,CLEAR,ACTIVE,2026-05-16,OPENED,False,,,NOT_REQUIRED
CUST100196,سارة فؤاد,Sara Fouad,SYN298718129088,LOW,CLEAR,ACTIVE,2026-05-08,OPENED,False,,,NOT_REQUIRED
CUST100197,محمود مراد,Mahmoud Mourad,SYN690466491185,LOW,CLEAR,ACTIVE,2026-06-23,OPENED,False,,,NOT_REQUIRED
CUST100198,سارة يوسف,Sara Youssef,SYN360175223474,LOW,PENDING,ACTIVE,2026-07-24,OPENED,False,,,NOT_REQUIRED
CUST100199,عبدالرحمن منصور,Abdelrahman Mansour,SYN761252617702,LOW,NO_MATCH,ACTIVE,2026-06-30,PENDING,False,,,NOT_REQUIRED
CUST100200,مريم كمال,Mariam Kamal,SYN609778585728,LOW,CLEAR,ACTIVE,2026-02-18,OPENED,False,,,NOT_REQUIRED
CUST100201,عبدالله إبراهيم,Abdullah Ibrahim,SYN595817891641,MEDIUM,NO_MATCH,ACTIVE,2026-04-29,OPENED,False,,,NOT_REQUIRED
CUST100202,منى مراد,Mona Mourad,SYN845692232354,MEDIUM,NO_MATCH,ACTIVE,2026-06-21,PENDING,False,,,NOT_REQUIRED
CUST100203,مصطفى عمر,Mostafa Omar,SYN739479494568,LOW,CLEAR,ACTIVE,2026-03-03,OPENED,False,,,NOT_REQUIRED
CUST100204,منى منصور,Mona Mansour,SYN123919988497,LOW,NO_MATCH,ACTIVE,2026-05-22,OPENED,False,,,NOT_REQUIRED
CUST100205,علي كمال,Ali Kamal,SYN144513223431,LOW,CLEAR,ACTIVE,2026-01-05,OPENED,False,,,NOT_REQUIRED
CUST100206,ياسمين إبراهيم,Yasmine Ibrahim,SYN641402607210,LOW,CLEAR,ACTIVE,2026-07-04,OPENED,False,,,NOT_REQUIRED
CUST100207,عبدالرحمن فؤاد,Abdelrahman Fouad,SYN537572868060,LOW,CLEAR,ACTIVE,2026-05-10,OPENED,False,,,NOT_REQUIRED
CUST100208,علي محمود,Ali Mahmoud,SYN334166189808,HIGH,CLEAR,ACTIVE,2026-06-06,OPENED,False,,,NOT_REQUIRED
CUST100209,ياسمين مراد,Yasmine Mourad,SYN476790478583,LOW,CLEAR,ACTIVE,2026-06-23,OPENED,False,,,NOT_REQUIRED
CUST100210,علي منصور,Ali Mansour,SYN782119286859,HIGH,CLEAR,ACTIVE,2026-02-15,REVIEW,False,,,NOT_REQUIRED
CUST100211,,Khaled Omar,SYN843950336192,LOW,CLEAR,ACTIVE,2026-04-05,OPENED,False,,,NOT_REQUIRED
CUST100212,ياسمين عبدالله,Yasmine Abdallah,SYN605100761101,MEDIUM,CLEAR,ACTIVE,2026-06-30,OPENED,False,,,NOT_REQUIRED
CUST100213,نور كمال,Nour Kamal,SYN446832532771,LOW,CLEAR,ACTIVE,2026-02-04,OPENED,False,,,NOT_REQUIRED
CUST100214,خالد علي,Khaled Ali,SYN343627085345,MEDIUM,CLEAR,ACTIVE,2026-06-22,OPENED,False,,,NOT_REQUIRED
CUST100215,علي علي,Ali Ali,SYN569726623692,LOW,CLEAR,ACTIVE,2026-03-02,OPENED,False,,,NOT_REQUIRED
CUST100216,أحمد إبراهيم,Ahmed Ibrahim,SYN383274656707,LOW,CLEAR,ACTIVE,2026-05-01,OPENED,False,,,NOT_REQUIRED
CUST100217,أحمد فؤاد,Ahmed Fouad,SYN607685623342,MEDIUM,CLEAR,ACTIVE,2026-04-18,OPENED,False,,,NOT_REQUIRED
CUST100218,نور يوسف,Nour Youssef,SYN708987144258,HIGH,CLEAR,DORMANT,2026-05-25,REVIEW,False,,,COMPLETED
CUST100219,عبدالله عبدالله,Abdullah Abdallah,SYN159471289827,LOW,CLEAR,ACTIVE,2026-06-25,OPENED,False,,,NOT_REQUIRED
CUST100220,محمود منصور,Mahmoud Mansour,SYN100960718520,LOW,CLEAR,ACTIVE,2026-03-15,OPENED,False,,,NOT_REQUIRED
CUST100221,منى سالم,Mona Salem,SYN291049424956,LOW,CLEAR,ACTIVE,2026-02-06,PENDING,False,,,NOT_REQUIRED
CUST100222,خالد مراد,Khaled Mourad,SYN905060347946,LOW,CLEAR,DORMANT,2026-03-30,OPENED,False,,,PENDING
CUST100223,يوسف منصور,Youssef Mansour,SYN681661686905,LOW,CLEAR,ACTIVE,2026-05-09,OPENED,False,,,NOT_REQUIRED
CUST100224,خالد عبدالله,Khaled Abdallah,SYN254764316743,MEDIUM,CLEAR,ACTIVE,2026-06-07,OPENED,False,,,NOT_REQUIRED
CUST100225,سارة مراد,Sara Mourad,SYN901237565641,LOW,CLEAR,ACTIVE,2026-06-08,OPENED,False,,,NOT_REQUIRED
CUST100226,آية علي,Aya Ali,SYN522960346258,LOW,CLEAR,ACTIVE,2026-03-13,OPENED,False,,,NOT_REQUIRED
CUST100227,دينا مراد,Dina Mourad,SYN528482581010,LOW,CLEAR,ACTIVE,2026-07-16,OPENED,False,,,NOT_REQUIRED
CUST100228,هبة حسن,Heba Hassan,SYN941987749458,LOW,CLEAR,ACTIVE,2026-01-18,OPENED,False,,,NOT_REQUIRED
CUST100229,عمر محمود,Omar Mahmoud,SYN153538022965,LOW,CLEAR,ACTIVE,2026-01-25,OPENED,False,,,NOT_REQUIRED
CUST100230,منى يوسف,Mona Youssef,SYN293660447165,LOW,CLEAR,DORMANT,2026-01-06,OPENED,False,,,PENDING
CUST100231,إسراء عمر,Esraa Omar,SYN627194192639,LOW,CLEAR,ACTIVE,2026-07-14,OPENED,False,,,NOT_REQUIRED
CUST100232,محمد مراد,Mohamed Mourad,SYN275937858623,LOW,CLEAR,ACTIVE,2026-02-07,OPENED,False,,,NOT_REQUIRED
CUST100233,ياسمين عمر,Yasmine Omar,SYN711574308288,HIGH,CLEAR,ACTIVE,2026-05-07,REVIEW,False,,,NOT_REQUIRED
CUST100234,منى منصور,Mona Mansour,SYN292683060403,MEDIUM,CLEAR,ACTIVE,2026-06-20,OPENED,False,,,NOT_REQUIRED
CUST100235,خالد محمد,Khaled Mohamed,SYN189241273538,MEDIUM,CLEAR,ACTIVE,2026-06-11,OPENED,False,,,NOT_REQUIRED
CUST100236,مصطفى أحمد,Mostafa Ahmed,SYN286286643676,LOW,NO_MATCH,ACTIVE,2026-07-19,OPENED,False,,,NOT_REQUIRED
CUST100237,نور علي,Nour Ali,SYN480460630844,LOW,CLEAR,ACTIVE,2026-01-12,OPENED,False,,,NOT_REQUIRED
CUST100238,سارة محمود,Sara Mahmoud,SYN258524469255,LOW,CLEAR,ACTIVE,2026-03-27,OPENED,False,,,NOT_REQUIRED
CUST100239,كريم أحمد,Karim Ahmed,SYN221222822431,LOW,CLEAR,ACTIVE,2026-04-17,OPENED,False,,,NOT_REQUIRED
CUST100240,محمود إبراهيم,Mahmoud Ibrahim,SYN874253697597,LOW,HIGH_RISK,ACTIVE,2026-05-27,REVIEW,False,,,NOT_REQUIRED
CUST100241,دينا عمر,Dina Omar,SYN388357483237,LOW,CLEAR,ACTIVE,2026-05-11,OPENED,False,,,NOT_REQUIRED
CUST100242,أحمد مراد,Ahmed Mourad,SYN424682817866,LOW,NO_MATCH,ACTIVE,2026-04-28,OPENED,False,,,NOT_REQUIRED
CUST100243,كريم إبراهيم,Karim Ibrahim,SYN149743368551,LOW,CLEAR,ACTIVE,2026-03-06,OPENED,False,,,NOT_REQUIRED
CUST100244,كريم كمال,Karim Kamal,SYN421632661151,LOW,CLEAR,ACTIVE,2026-01-23,OPENED,False,,,NOT_REQUIRED
CUST100245,أحمد مراد,Ahmed Mourad,SYN338326459589,LOW,CLEAR,ACTIVE,2026-04-01,PENDING,False,,,NOT_REQUIRED
CUST100246,ياسمين يوسف,Yasmine Youssef,SYN649436560607,LOW,CLEAR,ACTIVE,2026-02-24,OPENED,False,,,NOT_REQUIRED
CUST100247,نور عبدالله,Nour Abdallah,SYN284851267905,LOW,CLEAR,ACTIVE,2026-04-27,OPENED,False,,,NOT_REQUIRED
CUST100248,ياسمين محمود,Yasmine Mahmoud,SYN899528907756,LOW,PENDING,ACTIVE,2026-06-17,OPENED,False,,,NOT_REQUIRED
CUST100249,محمد مراد,Mohamed Mourad,SYN936699958827,LOW,CLEAR,ACTIVE,2026-04-27,OPENED,False,,,NOT_REQUIRED
CUST100250,عمر حسين,Omar Hussein,SYN189847951459,LOW,NO_MATCH,ACTIVE,2026-05-03,PENDING,False,,,NOT_REQUIRED
CUST100251,منى عبدالله,Mona Abdallah,SYN196662660659,MEDIUM,CLEAR,ACTIVE,2026-01-09,OPENED,False,,,NOT_REQUIRED
CUST100252,عمر علي,Omar Ali,SYN203793794299,LOW,CLEAR,ACTIVE,2026-05-16,OPENED,False,,,NOT_REQUIRED
CUST100253,سارة عمر,Sara Omar,SYN657612330679,LOW,CLEAR,ACTIVE,2026-04-03,OPENED,False,,,NOT_REQUIRED
CUST100254,مصطفى منصور,Mostafa Mansour,SYN209772067788,HIGH,CLEAR,ACTIVE,2026-01-26,REVIEW,False,,,NOT_REQUIRED
CUST100255,محمود علي,Mahmoud Ali,SYN867144086137,LOW,CLEAR,ACTIVE,2026-02-14,OPENED,False,,,NOT_REQUIRED
CUST100256,مصطفى حسين,Mostafa Hussein,SYN778844363444,MEDIUM,CLEAR,ACTIVE,2026-06-13,OPENED,False,,,NOT_REQUIRED
CUST100257,محمود سالم,Mahmoud Salem,SYN837827972414,MEDIUM,CLEAR,ACTIVE,2026-07-12,OPENED,False,,,NOT_REQUIRED
CUST100258,عمر سالم,Omar Salem,SYN573454474197,LOW,CLEAR,DORMANT,2026-04-17,OPENED,False,,,PENDING
CUST100259,دينا يوسف,Dina Youssef,SYN997009490367,LOW,CLEAR,ACTIVE,2026-07-25,PENDING,False,,,NOT_REQUIRED
CUST100260,ياسمين حسين,Yasmine Hussein,SYN139757592649,LOW,CLEAR,DORMANT,2026-02-07,OPENED,False,,,PENDING
CUST100261,عمر كمال,Omar Kamal,SYN461138467767,HIGH,CLEAR,ACTIVE,2026-03-04,REVIEW,False,,,NOT_REQUIRED
CUST100262,علي عبدالله,Ali Abdallah,SYN391543002043,LOW,CLEAR,ACTIVE,2026-07-15,OPENED,False,,,NOT_REQUIRED
CUST100263,عبدالله يوسف,Abdullah Youssef,SYN953780948841,LOW,CLEAR,ACTIVE,2026-02-06,OPENED,False,,,NOT_REQUIRED
CUST100264,عبدالرحمن حسين,Abdelrahman Hussein,SYN619174862647,LOW,CLEAR,ACTIVE,2026-05-19,OPENED,False,,,NOT_REQUIRED
CUST100265,دينا أحمد,Dina Ahmed,SYN825571868900,LOW,CLEAR,ACTIVE,2026-02-16,OPENED,False,,,NOT_REQUIRED
CUST100266,نور أحمد,Nour Ahmed,SYN253307074292,MEDIUM,CLEAR,ACTIVE,2026-03-11,OPENED,False,,,NOT_REQUIRED
CUST100267,سارة محمد,Sara Mohamed,SYN980770729510,LOW,CLEAR,ACTIVE,2026-04-11,OPENED,False,,,NOT_REQUIRED
CUST100268,كريم مراد,Karim Mourad,SYN548775592188,MEDIUM,NO_MATCH,ACTIVE,2026-03-17,OPENED,False,,,NOT_REQUIRED
CUST100269,دينا أحمد,Dina Ahmed,SYN544304868643,MEDIUM,CLEAR,ACTIVE,2026-07-03,OPENED,False,,,NOT_REQUIRED
CUST100270,علي محمد,Ali Mohamed,SYN973796255691,LOW,NO_MATCH,DORMANT,2026-07-24,OPENED,False,,,PENDING
CUST100271,محمد علي,Mohamed Ali,SYN442659125095,LOW,HIGH_RISK,ACTIVE,2026-04-16,OPENED,False,,,NOT_REQUIRED
CUST100272,عمر كمال,Omar Kamal,SYN457772522099,MEDIUM,CLEAR,ACTIVE,2026-04-21,OPENED,False,,,NOT_REQUIRED
CUST100273,عبدالرحمن فؤاد,Abdelrahman Fouad,SYN626277432524,MEDIUM,CLEAR,ACTIVE,2026-01-12,OPENED,False,,,NOT_REQUIRED
CUST100274,نور عمر,Nour Omar,SYN215247349493,MEDIUM,CLEAR,ACTIVE,2026-02-19,OPENED,False,,,NOT_REQUIRED
CUST100275,منى فؤاد,Mona Fouad,SYN388977063770,LOW,CLEAR,ACTIVE,2026-01-09,PENDING,False,,,NOT_REQUIRED
CUST100276,منى منصور,Mona Mansour,SYN273887490200,LOW,CLEAR,ACTIVE,2026-06-29,OPENED,False,,,NOT_REQUIRED
CUST100277,ياسمين عمر,Yasmine Omar,SYN192955131196,LOW,CLEAR,ACTIVE,2026-02-17,OPENED,False,,,NOT_REQUIRED
CUST100278,أحمد أحمد,Ahmed Ahmed,SYN879530145697,MEDIUM,CLEAR,ACTIVE,2026-03-13,OPENED,False,,,NOT_REQUIRED
CUST100279,أحمد يوسف,Ahmed Youssef,SYN630398049514,LOW,CLEAR,ACTIVE,2026-06-26,OPENED,False,,,NOT_REQUIRED
CUST100280,علي عمر,Ali Omar,SYN422805512375,LOW,CLEAR,ACTIVE,2026-05-30,OPENED,False,,,NOT_REQUIRED
CUST100281,منى عمر,Mona Omar,SYN467802439630,LOW,CLEAR,ACTIVE,2026-05-11,OPENED,False,,,NOT_REQUIRED
CUST100282,مصطفى محمد,Mostafa Mohamed,SYN488367103318,LOW,CLEAR,ACTIVE,2026-01-09,OPENED,False,,,NOT_REQUIRED
CUST100283,منى يوسف,Mona Youssef,SYN669834263930,LOW,CLEAR,ACTIVE,2026-04-29,OPENED,False,,,NOT_REQUIRED
CUST100284,نور محمد,Nour Mohamed,SYN934092452340,LOW,CLEAR,ACTIVE,2026-04-28,OPENED,False,,,NOT_REQUIRED
CUST100285,عبدالله أحمد,Abdullah Ahmed,SYN939501657691,LOW,CLEAR,ACTIVE,2026-03-08,OPENED,False,,,NOT_REQUIRED
CUST100286,عمر كمال,Omar Kamal,SYN452342781577,MEDIUM,CLEAR,ACTIVE,2026-06-06,OPENED,False,,,NOT_REQUIRED
CUST100287,دينا حسين,Dina Hussein,SYN396336213637,MEDIUM,CLEAR,ACTIVE,2026-07-15,OPENED,False,,,NOT_REQUIRED
CUST100288,هبة علي,Heba Ali,SYN505941850166,LOW,CLEAR,DORMANT,2026-02-24,OPENED,False,,,PENDING
CUST100289,منى منصور,Mona Mansour,SYN611140807385,LOW,CLEAR,ACTIVE,2026-03-11,OPENED,False,,,NOT_REQUIRED
CUST100290,آية حسين,Aya Hussein,SYN515636120304,HIGH,CLEAR,ACTIVE,2026-03-09,REVIEW,False,,,NOT_REQUIRED
CUST100291,علي يوسف,Ali Youssef,SYN692878068835,LOW,CLEAR,ACTIVE,2026-06-25,OPENED,False,,,NOT_REQUIRED
CUST100292,عبدالرحمن عبدالله,Abdelrahman Abdallah,SYN598959121041,LOW,CLEAR,ACTIVE,2026-01-17,OPENED,False,,,NOT_REQUIRED
CUST100293,سارة أحمد,Sara Ahmed,SYN388643992024,LOW,CLEAR,ACTIVE,2026-07-08,OPENED,False,,,NOT_REQUIRED
CUST100294,هبة مراد,Heba Mourad,SYN411157725186,LOW,CLEAR,ACTIVE,2026-06-12,OPENED,False,,,NOT_REQUIRED
CUST100295,هبة إبراهيم,Heba Ibrahim,SYN440733508803,LOW,NO_MATCH,ACTIVE,2026-04-12,OPENED,False,,,NOT_REQUIRED
CUST100296,آية حسين,Aya Hussein,SYN185175791424,MEDIUM,CLEAR,ACTIVE,2026-05-03,OPENED,False,,,NOT_REQUIRED
CUST100297,نور فؤاد,Nour Fouad,SYN249456369172,LOW,CLEAR,ACTIVE,2026-07-07,OPENED,False,,,NOT_REQUIRED
CUST100298,علي إبراهيم,Ali Ibrahim,SYN750802421930,LOW,CLEAR,ACTIVE,2026-06-11,OPENED,False,,,NOT_REQUIRED
CUST100299,محمد أحمد,Mohamed Ahmed,SYN450187040369,MEDIUM,CLEAR,ACTIVE,2026-02-28,OPENED,False,,,NOT_REQUIRED
CUST100300,مريم عمر,Mariam Omar,SYN293085075304,HIGH,NO_MATCH,ACTIVE,2026-01-11,REVIEW,False,,,NOT_REQUIRED
CUST100301,آية عبدالله,Aya Abdallah,SYN606405169517,MEDIUM,CLEAR,ACTIVE,2026-05-19,OPENED,False,,,NOT_REQUIRED
CUST100302,محمد فؤاد,Mohamed Fouad,SYN779985588226,LOW,CLEAR,DORMANT,2026-01-31,OPENED,False,,,PENDING
CUST100303,إسراء كمال,Esraa Kamal,SYN331680126110,LOW,NO_MATCH,ACTIVE,2026-01-19,OPENED,False,,,NOT_REQUIRED
CUST100304,هبة منصور,Heba Mansour,SYN844110893731,LOW,CLEAR,ACTIVE,2026-07-26,OPENED,False,,,NOT_REQUIRED
CUST100305,محمود فؤاد,Mahmoud Fouad,SYN934754373662,LOW,CLEAR,ACTIVE,2026-04-10,OPENED,False,,,NOT_REQUIRED
CUST100306,سارة حسين,Sara Hussein,SYN637655076166,LOW,CLEAR,ACTIVE,2026-05-17,OPENED,False,,,NOT_REQUIRED
CUST100307,دينا حسين,Dina Hussein,SYN702052893092,LOW,CLEAR,ACTIVE,2026-02-15,OPENED,False,,,NOT_REQUIRED
CUST100308,سارة عبدالله,Sara Abdallah,SYN147318391290,LOW,CLEAR,DORMANT,2026-01-22,PENDING,False,,,COMPLETED
CUST100309,محمود يوسف,Mahmoud Youssef,SYN950967901919,MEDIUM,CLEAR,ACTIVE,2026-01-14,OPENED,False,,,NOT_REQUIRED
CUST100310,مصطفى إبراهيم,Mostafa Ibrahim,SYN453236260838,HIGH,NO_MATCH,ACTIVE,2026-03-16,REVIEW,False,,,NOT_REQUIRED
CUST100311,مصطفى محمد,Mostafa Mohamed,SYN931510360490,LOW,NO_MATCH,ACTIVE,2026-01-01,PENDING,False,,,NOT_REQUIRED
CUST100312,محمود عمر,Mahmoud Omar,SYN621079772275,LOW,CLEAR,ACTIVE,2026-03-30,OPENED,False,,,NOT_REQUIRED
CUST100313,علي يوسف,Ali Youssef,SYN104156918958,LOW,CLEAR,ACTIVE,2026-03-10,OPENED,False,,,NOT_REQUIRED
CUST100314,يوسف كمال,Youssef Kamal,SYN134687799391,LOW,CLEAR,ACTIVE,2026-04-21,OPENED,False,,,NOT_REQUIRED
CUST100315,مصطفى محمود,Mostafa Mahmoud,SYN712376925102,LOW,CLEAR,ACTIVE,2026-05-04,OPENED,False,,,NOT_REQUIRED
CUST100316,خالد فؤاد,Khaled Fouad,SYN606401212448,LOW,CLEAR,DORMANT,2026-03-06,OPENED,False,,,PENDING
CUST100317,خالد سالم,Khaled Salem,SYN123879193485,MEDIUM,CLEAR,ACTIVE,2026-04-06,OPENED,False,,,NOT_REQUIRED
CUST100318,عبدالله عبدالله,Abdullah Abdallah,SYN769113965100,LOW,CLEAR,ACTIVE,2026-01-17,OPENED,False,,,NOT_REQUIRED
CUST100319,ياسمين محمد,Yasmine Mohamed,SYN866930803362,MEDIUM,CLEAR,ACTIVE,2026-03-05,OPENED,False,,,NOT_REQUIRED
CUST100320,سارة علي,Sara Ali,SYN546775734195,LOW,CLEAR,ACTIVE,2026-07-25,OPENED,False,,,NOT_REQUIRED
CUST100321,محمود محمود,Mahmoud Mahmoud,SYN519181696321,LOW,CLEAR,ACTIVE,2026-07-28,OPENED,False,,,NOT_REQUIRED
CUST100322,كريم سالم,Karim Salem,SYN104925797951,LOW,CLEAR,ACTIVE,2026-04-13,OPENED,False,,,NOT_REQUIRED
CUST100323,عبدالله كمال,Abdullah Kamal,SYN807984741244,LOW,CLEAR,ACTIVE,2026-07-17,OPENED,False,,,NOT_REQUIRED
CUST100324,عبدالرحمن يوسف,Abdelrahman Youssef,SYN397644460071,LOW,CLEAR,ACTIVE,2026-04-16,OPENED,False,,,NOT_REQUIRED
CUST100325,يوسف حسن,Youssef Hassan,SYN890887257804,HIGH,PENDING,ACTIVE,2026-01-27,REVIEW,False,,,NOT_REQUIRED
CUST100326,يوسف فؤاد,Youssef Fouad,SYN435754528802,LOW,CLEAR,ACTIVE,2026-07-02,OPENED,False,,,NOT_REQUIRED
CUST100327,محمد علي,Mohamed Ali,SYN608570119567,LOW,PENDING,ACTIVE,2026-03-29,OPENED,False,,,NOT_REQUIRED
CUST100328,محمود فؤاد,Mahmoud Fouad,SYN343307609379,LOW,CLEAR,ACTIVE,2026-05-09,OPENED,False,,,NOT_REQUIRED
CUST100329,دينا محمد,Dina Mohamed,SYN244529481326,LOW,CLEAR,DORMANT,2026-05-17,OPENED,False,,,PENDING
CUST100330,هبة عبدالله,Heba Abdallah,SYN797417113043,LOW,NO_MATCH,ACTIVE,2026-03-06,OPENED,False,,,NOT_REQUIRED
CUST100331,مريم فؤاد,Mariam Fouad,SYN546931430961,LOW,CLEAR,DORMANT,2026-06-04,OPENED,False,,,PENDING
CUST100332,سارة عبدالله,Sara Abdallah,SYN582839131377,MEDIUM,CLEAR,ACTIVE,2026-04-16,OPENED,False,,,NOT_REQUIRED
CUST100333,,Aya Youssef,SYN968874358133,LOW,CLEAR,ACTIVE,2026-03-18,OPENED,False,,,NOT_REQUIRED
CUST100334,منى سالم,Mona Salem,SYN967221920999,LOW,CLEAR,ACTIVE,2026-03-04,OPENED,False,,,NOT_REQUIRED
CUST100335,آية مراد,Aya Mourad,SYN870077909532,LOW,CLEAR,ACTIVE,2026-06-06,OPENED,False,,,NOT_REQUIRED
CUST100336,عبدالرحمن منصور,Abdelrahman Mansour,SYN268848363488,MEDIUM,CLEAR,ACTIVE,2026-02-22,OPENED,False,,,NOT_REQUIRED
CUST100337,سارة محمود,Sara Mahmoud,SYN634845424871,LOW,HIGH_RISK,ACTIVE,2026-01-27,REVIEW,False,,,NOT_REQUIRED
CUST100338,يوسف عمر,Youssef Omar,SYN890332682189,LOW,CLEAR,ACTIVE,2026-07-05,OPENED,False,,,NOT_REQUIRED
CUST100339,عبدالرحمن عبدالله,Abdelrahman Abdallah,SYN437017542804,LOW,CLEAR,ACTIVE,2026-03-11,OPENED,False,,,NOT_REQUIRED
CUST100340,كريم سالم,Karim Salem,SYN190995549342,LOW,CLEAR,ACTIVE,2026-05-15,OPENED,False,,,NOT_REQUIRED
CUST100341,علي حسن,Ali Hassan,SYN829866612015,LOW,CLEAR,ACTIVE,2026-05-31,OPENED,False,,,NOT_REQUIRED
CUST100342,كريم علي,Karim Ali,SYN533587196225,MEDIUM,CLEAR,ACTIVE,2026-06-26,OPENED,False,,,NOT_REQUIRED
CUST100343,هبة سالم,Heba Salem,SYN607953412323,LOW,CLEAR,ACTIVE,2026-05-12,OPENED,False,,,NOT_REQUIRED
CUST100344,عبدالله حسن,Abdullah Hassan,SYN983929866686,MEDIUM,CLEAR,ACTIVE,2026-05-29,OPENED,False,,,NOT_REQUIRED
CUST100345,علي مراد,Ali Mourad,SYN646490287444,LOW,CLEAR,DORMANT,2026-06-25,OPENED,False,,,PENDING
CUST100346,عبدالرحمن يوسف,Abdelrahman Youssef,SYN482481447099,MEDIUM,CLEAR,ACTIVE,2026-07-18,OPENED,False,,,NOT_REQUIRED
CUST100347,عبدالله فؤاد,Abdullah Fouad,SYN432985931062,MEDIUM,CLEAR,ACTIVE,2026-01-10,OPENED,False,,,NOT_REQUIRED
CUST100348,عمر عمر,Omar Omar,SYN475857363388,LOW,CLEAR,ACTIVE,2026-06-06,OPENED,False,,,NOT_REQUIRED
CUST100349,عمر سالم,Omar Salem,SYN206559174860,LOW,CLEAR,ACTIVE,2026-02-06,OPENED,False,,,NOT_REQUIRED
CUST100350,هبة أحمد,Heba Ahmed,SYN815275502575,LOW,CLEAR,ACTIVE,2026-07-07,OPENED,False,,,NOT_REQUIRED
CUST100351,محمد محمد,Mohamed Mohamed,SYN853945172368,MEDIUM,CLEAR,DORMANT,2026-01-11,OPENED,False,,,PENDING
CUST100352,علي إبراهيم,Ali Ibrahim,SYN355957421116,LOW,CLEAR,ACTIVE,2026-02-21,PENDING,False,,,NOT_REQUIRED
CUST100353,نور كمال,Nour Kamal,SYN373416956568,LOW,CLEAR,ACTIVE,2026-02-10,OPENED,False,,,NOT_REQUIRED
CUST100354,عبدالرحمن حسين,Abdelrahman Hussein,SYN886900830701,LOW,CLEAR,ACTIVE,2026-05-07,PENDING,False,,,NOT_REQUIRED
CUST100355,عبدالرحمن إبراهيم,Abdelrahman Ibrahim,SYN121573319975,MEDIUM,CLEAR,ACTIVE,2026-01-01,OPENED,False,,,NOT_REQUIRED
CUST100356,عمر محمد,Omar Mohamed,SYN568411699390,LOW,CLEAR,DORMANT,2026-01-04,OPENED,False,,,PENDING
CUST100357,إسراء حسن,Esraa Hassan,SYN517308143213,LOW,CLEAR,ACTIVE,2026-04-16,OPENED,False,,,NOT_REQUIRED
CUST100358,أحمد علي,Ahmed Ali,SYN721114092620,HIGH,CLEAR,ACTIVE,2026-07-24,REVIEW,False,,,NOT_REQUIRED
CUST100359,خالد محمد,Khaled Mohamed,SYN247052530134,LOW,CLEAR,ACTIVE,2026-04-21,OPENED,False,,,NOT_REQUIRED
CUST100360,آية علي,Aya Ali,SYN701497666715,MEDIUM,CLEAR,ACTIVE,2026-04-04,OPENED,False,,,NOT_REQUIRED
CUST100361,إسراء علي,Esraa Ali,SYN439060607087,LOW,CLEAR,ACTIVE,2026-05-19,PENDING,False,,,NOT_REQUIRED
CUST100362,يوسف محمد,Youssef Mohamed,SYN656843300352,LOW,CLEAR,ACTIVE,2026-04-26,OPENED,False,,,NOT_REQUIRED
CUST100363,إسراء حسين,Esraa Hussein,SYN136085508885,MEDIUM,CLEAR,DORMANT,2026-03-22,OPENED,False,,,PENDING
CUST100364,محمود سالم,Mahmoud Salem,SYN515554477466,LOW,CLEAR,ACTIVE,2026-05-04,OPENED,False,,,NOT_REQUIRED
